Year_Birth,Education,Marital_Status,Income,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Customer_Age,Age_Group,Total_Spending,Children
1964,Graduation,Together,55761.0,2014-04-24,97,136,1,12,0.0,3,32.0,2,4,1,3,6,0,1,0,0,0,0,0,51,50–59,184,1
1983,Graduation,Together,37292.0,2013-04-18,32,275,0,86,10.0,23,66.0,5,6,3,5,8,0,0,0,0,0,0,0,32,30–39,460,1
1945,PhD,Single,45576.0,2014-05-28,9,56,19,29,2.0,14,25.0,1,3,1,3,8,0,0,0,0,0,0,1,70,60+,145,0
1947,Graduation,Together,70321.0,2013-01-16,6,303,23,556,82.0,26,126.5,1,6,5,13,4,0,0,0,0,0,0,1,68,60+,1376,0
1969,PhD,Divorced,58086.0,2013-01-20,80,708,7,62,0.0,0,15.0,2,11,3,7,8,0,0,0,0,0,0,0,46,40–49,792,1
1952,Graduation,Married,81795.0,2012-10-26,74,324,81,556,27.0,81,88.0,1,4,11,7,2,0,0,0,0,0,0,0,63,60+,1382,0
1947,Basic,Together,28389.0,2012-11-20,49,1,5,3,7.0,4,8.0,1,1,0,2,7,0,0,0,0,0,0,0,68,60+,28,0
1946,Master,Married,66835.0,2013-09-28,21,620,26,195,34.0,17,126.5,1,6,4,13,2,0,0,0,0,0,0,0,69,60+,1033,0
1969,Graduation,Divorced,69901.0,2013-05-29,95,312,21,206,102.0,81,126.5,3,7,3,10,5,0,0,0,0,0,0,0,46,40–49,882,1
1949,PhD,Married,80360.0,2013-03-03,56,1493,81,454,112.0,43,43.0,2,4,4,5,2,0,1,1,1,0,0,0,66,60+,2231,0
1961,PhD,Together,63342.0,2012-10-16,48,918,21,118,13.0,10,21.0,3,8,3,5,6,0,1,0,0,0,0,1,54,50–59,1101,1
1974,Graduation,Married,44989.0,2012-09-12,26,98,0,106,49.0,10,106.0,5,5,1,5,6,0,0,0,0,0,0,0,41,40–49,369,1
1980,2n Cycle,Single,31859.0,2014-02-27,3,3,4,7,15.0,8,11.0,1,1,0,3,7,0,0,0,0,0,0,0,35,30–39,48,1
1949,PhD,Widow,51569.0,2013-02-12,39,380,0,47,6.0,0,34.0,4,7,1,7,8,0,1,0,0,0,0,1,66,60+,467,1
1971,Graduation,Widow,30372.0,2012-12-25,33,15,0,12,7.0,3,7.0,3,2,0,3,7,0,0,0,0,0,0,0,44,40–49,44,2
1979,Basic,Single,16014.0,2013-03-17,42,3,9,4,7.0,8,7.0,4,1,1,4,3,0,0,0,0,0,0,0,36,30–39,38,2
1968,Graduation,Married,41120.0,2013-11-06,80,24,2,23,0.0,8,24.0,3,2,1,3,6,0,0,0,0,0,0,0,47,40–49,81,2
1971,Master,Single,39763.0,2013-08-04,9,80,1,60,4.0,6,16.0,2,5,1,2,9,0,0,0,0,0,0,1,44,40–49,167,1
1955,PhD,Married,38725.0,2014-05-10,52,31,0,6,2.0,1,5.0,2,1,0,4,4,0,0,0,0,0,0,0,60,60+,45,2
1972,Graduation,Married,77981.0,2013-05-26,78,138,81,204,16.0,81,60.0,3,7,4,7,5,0,0,0,0,0,0,0,43,40–49,664,1
1964,2n Cycle,Married,62905.0,2013-09-10,68,166,75,96,119.0,81,59.0,3,7,2,8,4,0,0,0,0,0,0,0,51,50–59,622,1
1979,2n Cycle,Divorced,13533.0,2013-03-10,45,12,3,8,8.0,0,17.0,2,2,0,3,7,0,0,0,0,0,0,0,36,30–39,48,1
1975,Graduation,Together,59481.0,2013-10-23,47,178,3,85,71.0,66,58.0,2,3,3,8,2,0,0,0,0,0,0,0,40,40–49,461,1
1977,Graduation,Married,72117.0,2013-08-20,34,707,20,171,65.0,60,50.0,1,9,7,9,5,0,0,0,0,0,0,0,38,30–39,1073,1
1986,2n Cycle,Married,21955.0,2013-09-07,81,5,1,7,17.0,14,11.0,2,2,1,3,6,0,0,0,0,0,0,0,29,<30,55,1
1956,Graduation,Married,67131.0,2013-03-26,72,465,71,250,93.0,35,62.0,3,9,2,12,6,0,0,0,0,0,0,0,59,50–59,976,1
1980,PhD,Single,36802.0,2014-06-16,23,16,1,2,0.0,0,1.0,1,1,0,3,5,0,0,0,0,0,0,0,35,30–39,20,1
1982,Graduation,Together,71853.0,2013-05-08,29,358,81,413,120.5,81,32.0,1,2,8,6,1,0,0,0,0,0,0,0,33,30–39,1149,0
1961,Basic,Married,28249.0,2014-06-15,80,1,9,7,2.0,14,10.0,1,2,0,3,6,0,0,0,0,0,0,0,54,50–59,43,0
1975,Master,Married,47808.0,2013-10-20,30,123,1,26,2.0,0,72.0,2,3,2,3,7,1,0,0,0,0,0,0,40,40–49,224,1
1974,PhD,Divorced,25509.0,2012-09-18,15,40,3,30,10.0,7,11.0,3,3,0,3,9,0,0,0,0,0,0,1,41,40–49,101,1
1946,PhD,Married,51012.0,2013-04-18,86,102,9,63,2.0,9,24.0,1,4,1,4,6,0,0,0,0,0,0,0,69,60+,209,0
1985,Graduation,Single,70596.0,2012-10-05,68,347,44,534,17.0,0,26.0,1,3,5,12,2,0,0,0,0,0,0,0,30,30–39,968,0
1952,PhD,Together,85431.0,2013-06-08,54,376,53,462,120.5,53,53.0,1,2,7,7,0,0,0,0,0,0,0,0,63,60+,1165,0
1967,Graduation,Married,42664.0,2014-03-18,44,21,0,3,0.0,0,0.0,1,1,0,3,6,0,0,0,0,0,0,0,48,40–49,24,1
1955,Graduation,Together,42586.0,2012-10-29,7,194,2,56,0.0,0,0.0,5,4,1,6,8,0,0,0,0,0,0,1,60,60+,252,2
1985,Graduation,Single,29760.0,2012-08-29,87,64,4,68,7.0,5,17.0,4,3,1,4,8,0,0,0,0,0,0,0,30,30–39,165,1
1977,PhD,Married,28973.0,2012-10-13,59,206,0,46,3.0,2,12.0,2,5,1,5,8,0,0,0,0,0,0,0,38,30–39,269,0
1973,PhD,Together,39435.0,2013-08-06,16,71,0,18,0.0,0,13.0,1,3,1,2,7,0,0,0,0,0,0,0,42,40–49,102,1
1984,2n Cycle,Married,65370.0,2013-08-01,1,71,22,112,120.5,81,29.0,1,2,3,13,1,0,0,0,0,0,0,0,31,30–39,461,0
1979,Basic,Single,20194.0,2012-12-17,64,0,4,7,11.0,10,15.0,2,2,0,3,6,0,0,0,0,0,0,0,36,30–39,47,1
1976,PhD,Single,42473.0,2014-02-17,72,93,1,21,0.0,4,25.0,3,2,1,4,5,0,0,0,0,0,0,0,39,30–39,144,2
1968,Graduation,Married,64590.0,2012-10-14,98,920,81,168,36.0,46,30.0,1,9,4,10,6,0,0,0,0,0,0,0,47,40–49,1338,0
1959,Graduation,Together,71232.0,2013-11-28,91,653,17,170,34.0,26,17.0,2,11,2,10,7,0,0,0,0,0,0,0,56,50–59,917,1
1971,Graduation,Together,34600.0,2013-01-01,8,199,33,60,8.0,3,15.0,5,5,2,5,8,0,0,0,0,0,0,1,44,40–49,318,2
1967,Graduation,Single,46904.0,2012-11-03,20,153,4,56,0.0,9,31.0,4,5,1,4,8,0,0,0,0,0,0,0,48,40–49,253,2
1973,Graduation,Married,49094.0,2012-09-21,6,376,0,38,11.0,8,69.0,5,6,3,6,6,0,0,0,0,0,0,0,42,40–49,502,1
1983,Graduation,Together,36075.0,2013-12-09,54,46,0,30,12.0,1,30.0,1,2,0,4,6,0,0,0,0,0,0,0,32,30–39,119,1
1979,2n Cycle,Together,60839.0,2012-08-28,72,600,21,128,120.5,81,126.5,13,2,2,12,8,0,0,0,0,0,0,0,36,30–39,1250,2
1979,Graduation,Together,77298.0,2013-11-02,46,425,81,292,23.0,35,79.0,1,6,6,11,3,0,0,0,0,0,0,0,36,30–39,969,1
1950,Graduation,Together,34026.0,2013-08-05,11,18,6,15,12.0,8,17.0,3,2,1,3,5,0,0,0,0,0,0,0,65,60+,76,2
1963,PhD,Single,48918.0,2014-04-12,21,52,0,9,0.0,0,1.0,2,1,0,4,4,0,0,0,0,0,0,0,52,50–59,62,2
1962,2n Cycle,Together,82122.0,2013-08-15,89,734,22,350,120.5,25,100.0,1,3,9,13,1,0,0,1,0,0,0,0,53,50–59,1382,0
1976,Graduation,Single,37697.0,2014-02-07,82,34,6,21,11.0,4,8.0,1,2,1,3,6,0,0,0,0,0,0,0,39,30–39,84,1
1952,Graduation,Together,34074.0,2013-07-13,69,135,1,41,10.0,1,67.0,5,3,3,3,6,1,0,0,0,0,0,0,63,60+,255,2
1960,Master,Married,28520.0,2013-06-14,55,11,0,10,0.0,2,20.0,1,1,1,2,6,0,0,0,0,0,0,0,55,50–59,43,2
1955,Graduation,Single,62535.0,2013-10-03,13,163,48,90,0.0,45,52.0,1,3,2,8,3,0,0,0,0,0,0,0,60,60+,398,1
1977,Master,Single,36273.0,2014-04-16,80,29,3,30,3.0,2,9.0,2,3,0,3,6,0,0,0,0,0,0,0,38,30–39,76,1
1964,Graduation,Together,63404.0,2014-06-06,97,734,26,70,11.0,44,17.0,2,6,3,4,4,0,0,0,1,0,0,0,51,50–59,902,2
1981,2n Cycle,Together,75774.0,2014-05-02,27,340,21,134,120.5,14,56.0,1,7,5,8,4,0,0,0,0,0,0,0,34,30–39,823,1
1976,Graduation,Together,78416.0,2014-06-27,99,453,38,279,120.5,38,126.5,2,7,7,10,3,0,0,0,0,0,0,0,39,30–39,1179,1
1974,Graduation,Together,75702.0,2012-10-14,87,1073,0,556,120.5,37,37.0,1,10,5,13,6,0,0,1,0,0,0,0,41,40–49,1921,1
1951,Master,Together,59385.0,2013-04-28,85,135,0,10,0.0,4,36.0,2,3,1,4,5,0,0,0,0,0,0,0,64,60+,185,2
1966,Graduation,Single,37070.0,2013-03-20,30,231,7,137,4.0,15,39.0,9,5,1,8,7,0,0,0,0,0,0,1,49,40–49,433,2
1951,Graduation,Married,44689.0,2014-01-10,82,18,0,5,0.0,0,11.0,2,1,1,2,7,1,0,0,0,0,0,0,64,60+,34,2
1958,Graduation,Together,53977.0,2013-06-08,21,620,16,165,0.0,24,82.0,5,5,5,12,5,0,0,0,0,0,0,0,57,50–59,907,1
1966,PhD,Single,7144.0,2013-12-07,92,81,4,33,5.0,2,126.5,0,23,1,1,0,0,0,0,0,0,0,0,49,40–49,416,2
1964,Graduation,Single,18701.0,2013-06-04,95,12,4,2,10.0,6,10.0,4,2,0,4,5,0,0,0,0,0,0,0,51,50–59,44,2
1956,Graduation,Married,90369.0,2014-04-28,2,292,51,556,120.5,23,17.0,1,4,6,6,1,0,0,0,0,0,0,1,59,50–59,1588,0
1974,PhD,Single,63159.0,2012-11-05,74,965,34,556,89.0,81,37.0,1,3,5,8,3,1,0,0,0,0,0,0,41,40–49,1797,0
1966,Graduation,Together,37758.0,2012-10-04,49,27,2,10,0.0,0,1.0,2,1,0,3,8,0,0,0,0,0,0,0,49,40–49,40,2
1963,PhD,Single,46757.0,2012-11-16,71,777,30,163,0.0,51,122.0,6,4,4,7,9,0,0,0,0,0,0,0,52,50–59,1143,1
1969,Master,Married,79734.0,2014-06-28,72,572,8,232,23.0,62,17.0,1,4,3,6,1,0,0,0,1,0,0,0,46,40–49,914,0
1992,Graduation,Together,63207.0,2013-01-20,68,438,81,556,91.0,81,70.0,1,2,3,6,7,0,0,0,1,0,0,0,23,<30,1502,0
1954,Graduation,Divorced,72071.0,2013-02-14,4,531,69,300,120.5,81,126.5,3,5,4,8,2,0,0,0,0,0,0,0,61,60+,1338,1
1983,PhD,Together,21840.0,2013-07-21,80,17,0,9,0.0,0,1.0,1,1,0,3,9,0,0,0,0,0,0,0,32,30–39,27,1
1982,2n Cycle,Together,58582.0,2013-09-28,15,402,35,106,101.0,77,42.0,2,9,2,9,5,0,1,0,0,0,0,0,33,30–39,763,1
1951,Graduation,Single,72282.0,2013-07-19,70,503,27,419,90.0,81,126.5,1,5,7,9,7,0,0,0,0,0,0,1,64,60+,1331,0
1956,Graduation,Married,50387.0,2013-08-31,91,369,9,87,12.0,14,34.0,3,6,2,8,5,0,0,0,0,0,0,0,59,50–59,525,2
1961,PhD,Together,32583.0,2014-06-15,10,5,0,3,0.0,0,1.0,1,1,0,2,7,0,0,0,0,0,0,0,54,50–59,9,2
1962,Graduation,Together,62568.0,2014-04-07,99,362,17,398,80.0,35,61.0,3,5,3,5,4,0,0,0,1,0,0,0,53,50–59,953,1
1971,Master,Divorced,44635.0,2013-10-11,25,56,0,9,0.0,0,3.0,2,2,0,3,7,0,0,0,0,0,0,0,44,40–49,68,2
1971,Master,Single,33316.0,2013-10-04,34,79,1,31,4.0,4,12.0,3,2,1,4,6,0,0,0,0,0,0,0,44,40–49,131,2
1968,Graduation,Married,63967.0,2013-08-09,57,387,81,141,73.0,35,126.5,3,4,4,12,2,0,0,0,0,0,0,0,47,40–49,882,1
1978,2n Cycle,Together,52513.0,2012-09-04,84,367,17,241,104.0,81,126.5,2,9,5,9,7,0,0,0,0,0,0,0,37,30–39,1149,0
1969,Graduation,Married,25293.0,2013-09-15,51,15,0,11,0.0,2,9.0,1,1,1,2,8,0,0,0,0,0,0,0,46,40–49,37,1
1965,PhD,Widow,54111.0,2013-08-25,97,267,6,54,8.0,3,50.0,2,5,2,6,5,0,0,0,0,0,0,0,50,50–59,388,1
1986,Graduation,Together,78394.0,2013-02-15,13,298,27,556,120.5,24,126.5,1,4,6,5,2,0,0,0,0,0,0,1,29,<30,1428,0
1958,Master,Married,80739.0,2013-05-23,92,674,81,556,39.0,0,92.0,1,3,11,9,1,0,0,0,0,0,0,0,57,50–59,1633,0
1975,Master,Together,22669.0,2013-05-22,30,16,14,36,37.0,22,48.0,3,4,1,2,9,0,0,0,0,0,0,1,40,40–49,173,1
1987,Graduation,Single,29236.0,2013-10-08,30,37,4,24,16.0,9,9.0,2,4,0,3,9,0,0,0,0,0,0,0,28,<30,99,1
1959,Graduation,Together,44911.0,2013-03-15,11,159,0,22,2.0,1,31.0,3,4,1,4,7,0,0,0,0,0,0,0,56,50–59,215,1
1962,PhD,Married,54693.0,2013-02-17,72,686,17,142,23.0,26,35.0,8,6,4,13,6,0,0,0,0,0,0,0,53,50–59,929,1
1974,Graduation,Together,48186.0,2014-03-20,39,97,3,66,12.0,7,34.0,3,4,1,4,7,0,0,0,0,0,0,0,41,40–49,219,1
1977,Graduation,Married,54809.0,2013-09-11,0,63,6,57,13.0,13,22.0,4,2,1,5,4,0,0,0,0,0,0,1,38,30–39,174,2
1978,Graduation,Together,41580.0,2012-12-10,15,56,5,24,4.0,0,3.0,3,2,1,3,5,0,0,0,0,0,0,0,37,30–39,92,2
1970,PhD,Married,80336.0,2013-09-09,12,209,19,456,120.5,81,66.0,1,2,9,13,1,0,0,0,0,0,0,0,45,40–49,1052,0
1957,Graduation,Married,47743.0,2013-03-22,56,198,2,43,0.0,12,20.0,3,4,1,6,6,0,1,0,0,0,0,0,58,50–59,275,1
1955,2n Cycle,Married,62972.0,2012-08-03,39,313,15,47,20.0,0,126.5,2,7,4,3,6,0,0,0,0,0,0,0,60,60+,587,1
1954,PhD,Divorced,57333.0,2012-09-22,55,941,14,397,76.0,58,126.5,11,8,5,9,6,0,0,0,0,0,0,1,61,60+,1662,1
1982,PhD,Together,32313.0,2013-02-11,60,86,4,56,2.0,4,7.0,3,4,0,4,9,0,0,0,0,0,0,0,33,30–39,159,1
1953,Master,Widow,84953.0,2013-06-03,73,167,48,556,63.0,72,72.0,1,3,10,4,2,0,1,1,1,0,0,1,62,60+,1024,0
1968,Master,Divorced,27071.0,2014-04-23,90,8,3,19,0.0,2,3.0,2,2,0,3,6,0,0,0,0,0,0,0,47,40–49,35,1
1957,Master,Together,68148.0,2013-08-31,86,389,66,408,37.0,57,85.0,1,4,4,6,2,0,0,0,0,0,0,0,58,50–59,1042,0
1965,Master,Together,65735.0,2013-12-07,37,239,7,119,4.0,15,11.0,5,6,2,6,7,0,0,0,0,0,0,0,50,50–59,395,2
1975,PhD,Married,86836.0,2012-09-12,7,179,21,273,0.0,21,63.0,1,6,10,6,5,1,0,1,1,0,0,1,40,40–49,557,0
1963,PhD,Married,4023.0,2014-06-23,29,5,0,1,1.0,1,1.0,15,0,0,0,19,0,0,0,0,0,0,0,52,50–59,9,2
1990,Graduation,Married,30093.0,2013-07-08,19,2,6,28,13.0,4,16.0,1,2,0,3,7,0,0,0,0,0,0,0,25,<30,69,0
1966,PhD,Married,57705.0,2014-01-11,14,383,0,53,6.0,4,40.0,3,8,1,6,6,0,0,0,0,0,0,0,49,40–49,486,1
1988,Graduation,Single,25008.0,2014-02-02,72,2,8,8,6.0,1,9.0,2,1,0,3,8,0,0,0,0,0,0,0,27,<30,34,1
1995,2n Cycle,Single,83257.0,2012-09-18,56,536,27,556,38.0,81,67.0,1,5,10,12,6,1,0,1,0,0,1,1,20,<30,1365,0
1975,Graduation,Together,22280.0,2013-05-19,85,2,1,4,3.0,1,2.0,1,1,0,2,8,0,0,0,0,0,0,0,40,40–49,13,1
1978,PhD,Married,72159.0,2012-10-29,62,322,53,556,34.0,40,53.0,1,4,6,10,2,0,0,0,0,0,0,0,37,30–39,1401,0
1961,Graduation,Together,64260.0,2013-01-11,1,539,81,556,20.0,0,30.0,1,4,5,4,3,0,0,0,0,0,0,1,54,50–59,1574,0
1984,PhD,Single,82733.0,2013-09-10,28,712,50,420,65.0,38,38.0,1,8,4,7,4,0,0,0,0,0,0,1,31,30–39,1323,0
1971,Master,Divorced,74290.0,2013-08-12,70,1121,0,72,0.0,12,12.0,4,10,8,10,6,0,1,0,1,0,0,0,44,40–49,1217,1
1951,Master,Single,58217.0,2012-11-17,84,68,1,13,3.0,5,13.0,1,2,0,4,6,0,0,0,0,0,0,0,64,60+,103,3
1976,Master,Together,21024.0,2013-07-04,89,36,4,18,6.0,2,18.0,1,2,0,4,7,0,0,0,0,0,0,0,39,30–39,84,0
1972,PhD,Married,70116.0,2013-01-26,73,707,44,556,95.0,58,29.0,1,2,8,12,1,0,0,0,0,0,0,0,43,40–49,1536,0
1985,Graduation,Together,54006.0,2012-09-18,42,174,77,203,6.0,24,97.0,2,8,1,7,7,0,0,0,0,0,0,0,30,30–39,581,1
1966,PhD,Married,69063.0,2012-11-07,16,666,35,124,69.0,8,26.0,1,5,3,5,3,0,0,0,0,0,0,0,49,40–49,928,1
1975,2n Cycle,Divorced,11448.0,2013-12-15,16,0,0,0,6.0,2,6.0,1,1,0,2,6,0,0,0,0,0,0,0,40,40–49,14,0
1979,Graduation,Single,61825.0,2013-08-07,56,162,50,100,55.0,30,27.0,1,4,2,8,4,0,0,0,0,0,0,0,36,30–39,424,1
1971,Graduation,Married,70886.0,2013-10-14,65,407,70,239,103.0,81,53.0,1,5,4,4,2,0,0,0,0,0,0,0,44,40–49,960,1
1982,Graduation,Married,69109.0,2012-11-09,10,823,25,459,120.5,29,95.0,1,6,6,7,4,0,0,1,0,0,0,1,33,30–39,1555,0
1973,Graduation,Widow,60208.0,2012-10-07,13,488,23,71,15.0,0,59.0,11,8,3,7,7,0,1,0,0,0,0,1,42,40–49,656,2
1968,Master,Together,32889.0,2013-09-06,78,28,0,13,4.0,2,8.0,3,2,1,3,5,0,0,0,0,0,0,0,47,40–49,55,2
1984,Graduation,Single,34738.0,2014-05-11,51,3,2,10,3.0,0,2.0,1,1,0,3,6,0,0,0,0,0,0,0,31,30–39,20,1
1971,Master,Together,30538.0,2012-10-01,27,284,0,52,8.0,3,20.0,4,9,0,4,10,0,0,0,0,0,0,0,44,40–49,367,1
1977,2n Cycle,Together,82326.0,2014-03-10,30,938,81,556,120.5,81,126.5,1,5,10,6,2,0,1,1,1,0,0,1,38,30–39,2257,0
1967,PhD,Divorced,26642.0,2014-03-01,71,13,2,15,2.0,2,8.0,2,2,0,3,6,0,0,0,0,0,0,0,48,40–49,42,1
1964,Graduation,Divorced,69932.0,2013-06-12,97,412,81,153,120.5,81,57.0,2,7,6,11,4,0,0,0,0,0,0,0,51,50–59,1049,1
1972,Graduation,Single,44503.0,2014-04-16,83,31,1,8,0.0,0,8.0,2,2,0,3,6,0,0,0,0,0,0,0,43,40–49,48,2
1948,PhD,Single,60200.0,2013-01-02,3,502,19,132,0.0,6,26.0,6,6,2,11,6,0,0,0,0,0,0,0,67,60+,685,1
1952,Graduation,Divorced,49638.0,2014-04-19,71,18,10,3,3.0,5,0.0,1,1,0,3,2,0,0,0,0,0,0,0,63,60+,39,1
1987,2n Cycle,Single,23830.0,2014-02-07,3,1,8,6,4.0,8,16.0,1,1,0,3,7,0,0,0,0,0,0,0,28,<30,43,0
1959,Master,Widow,33051.0,2012-08-16,15,100,71,243,108.0,81,126.5,3,9,1,8,9,0,0,0,0,0,0,1,56,50–59,835,0
1958,Graduation,Married,72905.0,2014-01-21,52,407,81,445,120.5,81,126.5,1,3,7,9,1,0,0,0,1,0,0,0,57,50–59,1515,0
1951,PhD,Together,69702.0,2013-02-19,8,664,9,240,50.0,19,57.0,2,7,7,10,4,0,0,0,0,0,0,0,64,60+,1039,1
1975,Graduation,Divorced,70300.0,2013-07-15,89,1045,61,338,60.0,46,46.0,3,5,5,13,8,0,0,0,0,0,0,0,40,40–49,1596,1
1984,PhD,Married,70643.0,2012-10-15,66,1218,81,304,23.0,81,33.0,1,5,8,4,6,0,0,0,0,0,0,1,31,30–39,1828,0
1969,PhD,Married,30396.0,2014-04-30,22,15,0,6,0.0,1,12.0,2,1,1,2,7,1,0,0,0,0,0,1,46,40–49,34,1
1968,PhD,Divorced,50616.0,2014-04-18,56,128,0,16,0.0,1,4.0,2,4,0,4,7,0,0,0,0,0,0,0,47,40–49,149,1
1969,Master,Single,62772.0,2013-05-19,74,581,49,157,43.0,8,108.0,1,5,6,11,2,0,1,0,0,0,0,0,46,40–49,946,1
1985,PhD,Single,30298.0,2014-05-19,48,6,3,12,6.0,1,0.0,1,1,1,3,3,0,0,0,0,0,0,0,30,30–39,28,0
1984,Graduation,Single,52413.0,2012-11-03,67,185,8,133,56.0,56,12.0,2,7,1,7,7,0,0,0,0,0,0,0,31,30–39,450,1
1957,PhD,Married,44155.0,2014-01-19,24,22,1,9,0.0,0,14.0,1,1,1,2,4,0,0,0,0,0,0,0,58,50–59,46,2
1971,PhD,Divorced,86979.0,2013-11-07,67,584,81,556,65.0,81,35.0,1,5,5,5,2,1,0,0,0,0,0,1,44,40–49,1702,0
1975,Graduation,Together,76532.0,2013-09-09,38,355,30,177,90.0,81,30.0,4,9,5,7,5,0,0,0,0,0,0,0,40,40–49,820,2
1982,Graduation,Married,42081.0,2013-02-26,86,175,10,110,54.0,6,27.0,2,6,3,4,6,1,0,0,0,0,0,0,33,30–39,382,1
1988,PhD,Married,67546.0,2012-08-31,90,864,81,556,120.5,38,126.5,1,4,10,5,3,0,0,0,0,0,0,0,27,<30,2126,0
1989,Master,Together,88420.0,2014-05-02,87,957,81,556,99.0,81,126.5,1,4,7,8,1,1,0,1,1,0,0,0,26,<30,2069,0
1985,Graduation,Married,31158.0,2013-01-27,62,25,6,16,20.0,0,5.0,2,2,0,3,8,0,0,0,0,0,0,0,30,30–39,72,1
1968,Graduation,Divorced,61671.0,2014-06-03,23,641,7,56,0.0,0,28.0,8,10,4,6,8,0,1,0,1,0,0,0,47,40–49,732,1
1974,Graduation,Single,69719.0,2014-05-26,99,273,81,208,120.5,14,43.0,1,2,3,5,1,0,0,0,0,0,0,0,41,40–49,801,0
1949,Graduation,Divorced,49160.0,2013-10-20,29,122,21,43,25.0,10,15.0,2,3,1,6,6,0,0,0,0,0,0,0,66,60+,236,1
1978,Basic,Together,24882.0,2012-09-09,52,1,4,10,29.0,0,36.0,1,1,1,2,6,1,0,0,0,0,0,0,37,30–39,80,1
1954,PhD,Single,90933.0,2014-03-31,90,1020,31,430,62.0,63,79.0,1,4,6,4,1,0,0,1,0,0,0,0,61,60+,1685,0
1945,PhD,Single,113734.0,2014-05-28,9,6,2,3,1.0,81,3.0,0,27,0,0,1,0,0,0,0,0,0,0,70,60+,277,0
1950,PhD,Together,59292.0,2013-06-13,71,378,14,68,19.0,14,14.0,2,3,5,8,3,0,0,0,0,0,0,0,65,60+,507,1
1964,PhD,Married,45759.0,2013-02-23,13,42,1,18,3.0,0,4.0,2,2,0,3,7,0,0,0,0,0,0,0,51,50–59,68,2
1983,Graduation,Single,22148.0,2014-04-13,16,15,5,14,0.0,4,11.0,1,1,0,3,7,0,0,0,0,0,0,0,32,30–39,49,0
1987,Master,Married,73395.0,2014-03-18,94,272,7,80,20.0,7,11.0,1,4,4,6,2,0,0,0,0,0,0,0,28,<30,397,0
1971,Graduation,Divorced,29819.0,2013-10-24,77,9,1,24,2.0,1,2.0,3,3,0,3,6,0,0,0,0,0,0,0,44,40–49,39,1
1968,Graduation,Married,45688.0,2014-01-25,20,279,0,18,0.0,0,9.0,2,3,1,8,4,0,1,0,0,0,0,0,47,40–49,306,1
1954,Graduation,Married,62820.0,2013-05-11,51,398,61,265,120.5,61,53.0,1,3,4,6,1,0,0,0,0,0,0,0,61,60+,976,0
1971,PhD,Married,60491.0,2013-09-06,81,637,47,237,12.0,19,76.0,4,6,11,7,5,0,0,0,0,0,0,0,44,40–49,1028,1
1986,Graduation,Together,33235.0,2014-02-05,71,45,0,16,2.0,1,6.0,1,3,0,3,7,0,0,0,0,0,0,0,29,<30,70,1
1959,Graduation,Married,35701.0,2013-03-19,36,21,1,9,7.0,3,5.0,1,1,0,3,6,0,0,0,0,0,0,0,56,50–59,46,0
1980,Master,Married,31535.0,2013-09-26,95,15,4,13,0.0,0,19.0,1,1,1,2,7,1,0,0,0,0,0,0,35,30–39,51,1
1960,2n Cycle,Together,92556.0,2014-04-20,32,493,81,352,120.5,23,28.0,0,3,5,13,0,0,0,0,0,0,0,0,55,50–59,1263,0
1970,Graduation,Single,67384.0,2012-11-10,32,957,40,175,120.5,53,107.0,2,7,8,5,5,0,1,0,0,0,0,0,45,40–49,1490,1
1971,Master,Together,80573.0,2012-10-14,85,829,81,430,60.0,81,15.0,1,4,6,13,2,0,0,0,0,0,0,0,44,40–49,1564,0
1967,Graduation,Married,77870.0,2012-08-22,93,1017,50,500,65.0,50,126.5,3,5,5,5,8,0,1,0,1,0,0,1,48,40–49,1815,1
1963,PhD,Widow,52278.0,2013-01-25,24,953,0,71,0.0,0,126.5,6,10,5,10,8,0,0,0,0,0,0,0,52,50–59,1198,1
1968,Graduation,Single,57107.0,2012-08-24,44,159,0,120,0.0,0,126.5,7,4,4,8,8,0,1,0,0,1,0,1,47,40–49,416,1
1990,Graduation,Married,18929.0,2013-02-16,15,32,0,8,23.0,4,18.0,1,1,0,4,6,0,0,0,0,0,0,0,25,<30,85,0
1981,PhD,Single,36038.0,2013-05-31,82,23,0,15,0.0,2,7.0,2,3,0,3,6,0,0,0,0,0,0,0,34,30–39,47,1
1976,Graduation,Single,20180.0,2013-02-20,27,18,42,24,15.0,20,18.0,1,2,1,4,7,0,0,0,0,0,0,0,39,30–39,137,0
1965,PhD,Together,34230.0,2012-12-26,72,15,0,4,0.0,0,2.0,1,1,0,2,7,0,0,0,0,0,0,0,50,50–59,21,2
1977,2n Cycle,Single,31878.0,2014-06-22,7,23,4,5,10.0,5,23.0,1,1,0,4,3,0,0,0,0,0,0,0,38,30–39,70,1
1972,2n Cycle,Married,70932.0,2014-01-19,57,200,81,100,46.0,81,126.5,2,6,2,12,3,0,0,0,0,0,0,0,43,40–49,909,1
1956,Graduation,Single,91249.0,2012-10-20,84,1324,27,119,71.0,81,27.0,0,7,9,6,4,0,1,1,1,1,0,1,59,50–59,1676,0
1943,Master,Single,77598.0,2013-10-01,53,1193,33,281,120.5,66,33.0,1,7,5,13,3,0,0,1,0,0,0,0,72,60+,1735,0
