Age,Education,Marital_Status,Children,Income,Days_Since_Enroll,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,Total_Spent,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,Total_Purchases,Online_Ratio,NumWebVisitsMonth,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,Complain,Response
42,4,2,1,23536,1940,53,6,0,3,0,0,1,1,10,0,0,3,4,0,3,0,0,0,0,0,0,0
58,1,2,1,49413,2162,88,205,7,41,3,2,46,2,304,4,2,5,13,"0,307692308",5,0,0,0,0,0,0,0
46,1,2,2,42231,2011,99,24,0,8,0,1,4,1,37,1,0,3,5,"0,2",5,0,0,0,0,0,0,0
45,3,3,0,78789,2605,12,667,50,850,21,83,83,1,1754,4,6,5,16,"0,25",2,0,0,0,0,0,0,1
47,1,1,1,56534,2256,35,691,7,61,10,0,46,4,815,10,4,7,25,"0,4",8,0,1,0,1,0,0,1
44,1,0,1,58350,2456,5,493,26,206,116,80,80,4,1001,8,3,12,27,"0,296296296",6,0,0,0,0,0,0,0
36,1,0,0,81217,2260,77,493,70,324,146,40,84,1,1157,3,7,11,22,"0,136363636",1,0,0,0,0,0,0,0
59,1,0,1,49090,2260,45,494,5,82,7,0,100,3,688,7,2,9,21,"0,333333333",7,0,0,0,0,0,0,0
38,3,3,0,61787,2273,71,621,73,414,78,48,85,1,1319,8,4,6,19,"0,421052632",5,0,0,0,0,0,0,0
40,4,2,1,18169,2410,40,9,0,5,0,0,7,1,21,1,0,2,4,"0,25",8,0,0,0,0,0,0,0
44,2,0,1,24336,2586,82,1,6,2,8,2,12,1,31,1,0,2,4,"0,25",7,0,0,0,0,0,0,0
35,1,2,0,18222,2460,70,12,4,19,12,6,14,1,67,2,0,3,6,"0,333333333",8,0,0,0,0,0,0,0
58,1,3,1,62335,2317,87,243,131,217,85,6,26,2,708,3,3,13,21,"0,142857143",2,0,0,0,0,0,0,0
44,2,1,2,42033,2563,95,11,1,4,2,0,7,1,25,1,0,2,4,"0,25",7,0,0,0,0,0,0,0
42,4,2,0,86580,2402,72,532,21,127,26,20,20,0,746,4,2,5,11,"0,363636364",1,0,0,0,0,1,0,0
58,4,3,2,41437,2560,5,29,0,2,0,0,1,1,32,1,0,3,5,"0,2",7,0,0,0,0,0,0,0
59,3,4,2,73705,2031,86,612,91,520,258,107,107,2,1695,9,6,8,25,"0,36",5,0,0,0,0,0,0,0
49,1,2,1,61064,2582,80,387,126,342,0,45,180,5,1080,8,4,11,28,"0,285714286",6,0,0,0,0,0,0,0
55,3,2,2,38452,2006,62,56,0,14,0,0,2,3,72,3,0,3,9,"0,333333333",7,0,0,0,0,0,0,0
36,1,0,1,18358,2136,49,6,8,19,16,4,4,3,57,3,0,4,10,"0,3",7,0,0,0,0,0,0,0
42,4,1,1,55012,2015,85,582,0,65,0,0,13,6,660,8,2,9,25,"0,32",5,0,0,0,0,0,0,0
42,0,1,1,9722,2550,7,6,17,16,6,16,42,4,103,3,1,3,11,"0,272727273",8,0,0,0,0,0,0,1
41,4,2,1,38175,2194,6,70,6,69,2,3,3,3,153,3,1,4,11,"0,272727273",7,0,0,0,0,0,0,0
59,3,1,1,58656,2562,25,962,12,194,16,24,12,4,1220,7,8,13,32,"0,21875",6,0,0,0,0,1,0,0
50,1,1,1,52117,2597,55,112,10,107,30,0,20,2,279,5,2,4,13,"0,384615385",7,0,0,0,0,0,0,0
47,1,2,1,64813,2093,81,293,0,124,179,97,52,1,745,7,2,10,20,"0,35",5,0,0,0,0,0,0,0
42,4,2,1,54222,2035,98,199,12,31,3,12,7,1,264,3,3,5,12,"0,25",3,0,0,0,0,0,0,0
39,1,2,0,83512,1927,31,1060,61,835,80,20,101,1,2157,4,7,10,22,"0,181818182",1,1,1,1,0,1,0,1
56,3,2,1,77520,2220,30,940,44,396,0,88,58,1,1526,8,7,7,23,"0,347826087",4,1,0,1,0,1,0,1
47,1,1,1,41154,2361,98,44,2,11,2,3,7,1,69,1,0,4,6,"0,166666667",5,0,0,0,0,0,0,0
49,1,2,0,80398,2511,92,342,51,936,207,35,26,1,1597,5,8,12,26,"0,192307692",3,0,0,0,0,1,0,0
33,0,0,1,18746,1946,41,2,10,11,12,9,20,2,64,3,0,3,8,"0,375",6,0,0,0,0,0,0,0
41,1,1,1,35196,2508,68,75,12,141,43,39,187,6,497,6,1,5,18,"0,333333333",8,0,0,0,0,0,0,0
59,1,0,1,60230,2320,78,520,20,367,39,81,40,2,1067,6,3,6,17,"0,352941176",5,0,0,0,0,0,0,0
48,1,2,2,22108,1967,46,5,3,9,6,2,6,2,31,2,0,3,7,"0,285714286",7,0,0,0,0,0,0,0
41,1,1,2,44392,2212,71,87,5,71,7,12,29,5,211,4,1,4,14,"0,285714286",7,0,0,0,0,0,0,0
49,4,2,1,55424,2496,6,462,61,184,10,53,107,4,877,7,5,9,25,"0,28",6,0,0,1,0,0,0,1
46,1,2,1,17688,2447,82,2,2,1,3,1,2,1,11,1,0,2,4,"0,25",8,0,0,0,0,0,1,0
42,4,2,0,92491,2339,71,979,44,935,29,25,22,1,2034,7,5,12,25,"0,28",3,1,0,0,1,1,0,1
34,1,0,0,90273,2112,32,704,129,853,120,74,111,1,1991,5,6,7,19,"0,263157895",2,1,0,0,1,1,0,1
53,4,4,0,82571,2003,28,861,31,558,62,95,79,0,1686,6,5,13,24,"0,25",2,0,0,0,0,1,0,0
43,4,0,1,38513,2067,20,172,3,115,16,0,18,5,324,6,1,5,17,"0,352941176",8,0,0,0,0,0,0,1
46,3,0,1,16653,1987,10,5,7,31,15,4,7,3,69,2,1,3,9,"0,222222222",6,0,0,0,0,0,0,1
55,1,1,2,42586,2523,7,194,2,56,0,0,0,5,252,4,1,6,16,"0,25",8,0,0,0,0,0,0,1
50,0,0,1,23529,2453,67,9,7,13,3,2,20,1,54,1,1,2,5,"0,2",6,0,0,0,0,0,0,0
54,3,1,2,74881,2393,48,505,72,270,36,27,54,4,964,9,2,12,27,"0,333333333",5,0,0,0,0,0,0,0
59,1,2,1,71107,2412,61,533,10,217,198,174,195,2,1327,7,6,13,28,"0,25",4,0,0,0,0,0,0,0
51,4,1,2,46910,2013,36,48,0,14,0,0,6,2,68,2,0,3,7,"0,285714286",6,0,0,0,0,0,0,0
56,1,2,0,18690,2463,77,6,1,7,23,4,19,1,60,1,1,2,5,"0,2",8,0,0,0,0,0,0,0
55,1,3,2,37244,2343,90,18,2,10,0,0,25,1,55,1,1,2,5,"0,2",7,0,0,1,0,0,0,0
49,1,1,0,82427,2024,35,482,147,509,104,107,107,1,1456,3,5,12,21,"0,142857143",1,0,0,0,0,1,0,0
57,2,0,1,75342,2334,38,204,97,97,21,118,26,1,563,5,2,10,18,"0,277777778",4,0,0,0,0,0,0,0
56,1,3,1,70044,2411,46,1073,0,250,153,14,14,4,1504,7,10,5,26,"0,269230769",5,0,0,0,0,0,0,0
48,1,0,2,79146,1981,33,245,16,223,21,43,16,2,564,8,1,8,19,"0,421052632",6,0,0,0,0,0,0,0
52,1,2,0,77437,2130,70,560,21,442,29,44,29,1,1125,4,5,13,23,"0,173913043",1,0,0,0,0,1,0,0
56,1,2,1,54984,1951,51,173,13,131,32,3,6,4,358,6,1,6,17,"0,352941176",7,1,0,0,0,0,0,0
44,4,2,1,42403,2115,18,22,1,11,0,5,3,1,42,1,0,3,5,"0,2",8,0,0,0,0,0,0,0
51,1,1,1,55761,1981,97,136,1,12,0,3,32,2,184,4,1,3,10,"0,4",6,0,0,0,1,0,0,0
42,1,1,1,37292,2352,32,275,0,86,10,23,66,5,460,6,3,5,19,"0,315789474",8,0,0,0,0,0,0,0
65,4,0,0,45576,1947,9,56,19,29,2,14,25,1,145,3,1,3,8,"0,375",8,0,0,0,0,0,0,1
63,1,1,0,70321,2444,6,303,23,751,82,26,191,1,1376,6,5,13,25,"0,24",4,0,0,0,0,0,0,1
46,4,3,1,58086,2440,80,708,7,62,0,0,15,2,792,11,3,7,23,"0,47826087",8,0,0,0,0,0,0,0
58,1,2,0,81795,2526,74,324,132,693,27,118,88,1,1382,4,11,7,23,"0,173913043",2,0,0,0,0,0,0,0
63,0,1,0,28389,2501,49,1,5,3,7,4,8,1,28,1,0,2,4,"0,25",7,0,0,0,0,0,0,0
64,3,2,0,66835,2189,21,620,26,195,34,17,141,1,1033,6,4,13,24,"0,25",2,0,0,0,0,0,0,0
46,1,3,1,69901,2311,95,312,21,206,102,92,149,3,882,7,3,10,23,"0,304347826",5,0,0,0,0,0,0,0
61,4,2,0,80360,2398,56,1493,86,454,112,43,43,2,2231,4,4,5,15,"0,266666667",2,1,0,0,1,1,0,0
54,4,1,1,63342,2536,48,918,21,118,13,10,21,3,1101,8,3,5,19,"0,421052632",6,0,0,0,1,0,0,1
41,1,2,1,44989,2570,26,98,0,106,49,10,106,5,369,5,1,5,16,"0,3125",6,0,0,0,0,0,0,0
45,2,0,1,31859,2037,3,3,4,7,15,8,11,1,48,1,0,3,5,"0,2",7,0,0,0,0,0,0,0
61,4,4,1,51569,2417,39,380,0,47,6,0,34,4,467,7,1,7,19,"0,368421053",8,0,0,0,1,0,0,1
44,1,4,2,30372,2466,33,15,0,12,7,3,7,3,44,2,0,3,8,"0,25",7,0,0,0,0,0,0,0
46,0,0,2,16014,2384,42,3,9,4,7,8,7,4,38,1,1,4,10,"0,1",3,0,0,0,0,0,0,0
47,1,2,2,41120,2150,80,24,2,23,0,8,24,3,81,2,1,3,9,"0,222222222",6,0,0,0,0,0,0,0
44,3,0,1,39763,2244,9,80,1,60,4,6,16,2,167,5,1,2,10,"0,5",9,0,0,0,0,0,0,1
55,4,2,2,38725,1965,52,31,0,6,2,1,5,2,45,1,0,4,7,"0,142857143",4,0,0,0,0,0,0,0
43,1,2,1,77981,2314,78,138,120,204,16,126,60,3,664,7,4,7,21,"0,333333333",5,0,0,0,0,0,0,0
51,2,2,1,62905,2207,68,166,75,96,119,107,59,3,622,7,2,8,20,"0,35",4,0,0,0,0,0,0,0
46,2,3,1,13533,2391,45,12,3,8,8,0,17,2,48,2,0,3,7,"0,285714286",7,0,0,0,0,0,0,0
40,1,1,1,59481,2164,47,178,3,85,71,66,58,2,461,3,3,8,16,"0,1875",2,0,0,0,0,0,0,0
48,1,2,1,72117,2228,34,707,20,171,65,60,50,1,1073,9,7,9,26,"0,346153846",5,0,0,0,0,0,0,0
39,2,2,1,21955,2210,81,5,1,7,17,14,11,2,55,2,1,3,8,"0,25",6,0,0,0,0,0,0,0
59,1,2,1,67131,2375,72,465,71,250,93,35,62,3,976,9,2,12,26,"0,346153846",6,0,0,0,0,0,0,0
45,4,0,1,36802,1928,23,16,1,2,0,0,1,1,20,1,0,3,5,"0,2",5,0,0,0,0,0,0,0
43,1,1,0,71853,2332,29,358,108,413,141,97,32,1,1149,2,8,6,17,"0,117647059",1,0,0,0,0,0,0,0
54,0,2,0,28249,1929,80,1,9,7,2,14,10,1,43,2,0,3,6,"0,333333333",6,0,0,0,0,0,0,0
40,3,2,1,47808,2167,30,123,1,26,2,0,72,2,224,3,2,3,10,"0,3",7,0,0,1,0,0,0,0
41,4,3,1,25509,2564,15,40,3,30,10,7,11,3,101,3,0,3,9,"0,333333333",9,0,0,0,0,0,0,1
64,4,2,0,51012,2352,86,102,9,63,2,9,24,1,209,4,1,4,10,"0,4",6,0,0,0,0,0,0,0
40,1,0,0,70596,2547,68,347,44,534,17,0,26,1,968,3,5,12,21,"0,142857143",2,0,0,0,0,0,0,0
58,4,1,0,85431,2301,54,376,53,462,168,53,53,1,1165,2,7,7,17,"0,117647059",0,0,0,0,0,0,0,0
48,1,2,1,42664,2018,44,21,0,3,0,0,0,1,24,1,0,3,5,"0,2",6,0,0,0,0,0,0,0
55,1,1,2,42586,2523,7,194,2,56,0,0,0,5,252,4,1,6,16,"0,25",8,0,0,0,0,0,0,1
40,1,0,1,29760,2584,87,64,4,68,7,5,17,4,165,3,1,4,12,"0,25",8,0,0,0,0,0,0,0
48,4,2,0,28973,2539,59,206,0,46,3,2,12,2,269,5,1,5,13,"0,384615385",8,0,0,0,0,0,0,0
42,4,1,1,39435,2242,16,71,0,18,0,0,13,1,102,3,1,2,7,"0,428571429",7,0,0,0,0,0,0,0
41,2,2,0,65370,2247,1,71,22,112,138,89,29,1,461,2,3,13,19,"0,105263158",1,0,0,0,0,0,0,0
46,0,0,1,20194,2474,64,0,4,7,11,10,15,2,47,2,0,3,7,"0,285714286",6,0,0,0,0,0,0,0
49,4,0,2,42473,2047,72,93,1,21,0,4,25,3,144,2,1,4,10,"0,2",5,0,0,0,0,0,0,0
47,1,2,0,64590,2538,98,920,138,168,36,46,30,1,1338,9,4,10,24,"0,375",6,0,0,0,0,0,0,0
56,1,1,1,71232,2128,91,653,17,170,34,26,17,2,917,11,2,10,25,"0,44",7,0,0,0,0,0,0,0
44,1,1,2,34600,2459,8,199,33,60,8,3,15,5,318,5,2,5,17,"0,294117647",8,0,0,0,0,0,0,1
48,1,0,2,46904,2518,20,153,4,56,0,9,31,4,253,5,1,4,14,"0,357142857",8,0,0,0,0,0,0,0
42,1,2,1,49094,2561,6,376,0,38,11,8,69,5,502,6,3,6,20,"0,3",6,0,0,0,0,0,0,0
42,1,1,1,36075,2117,54,46,0,30,12,1,30,1,119,2,0,4,7,"0,285714286",6,0,0,0,0,0,0,0
46,2,1,2,60839,2585,72,600,21,128,223,150,128,13,1250,2,2,12,29,"0,068965517",8,0,0,0,0,0,0,0
46,1,1,1,77298,2154,46,425,115,292,23,35,79,1,969,6,6,11,24,"0,25",3,0,0,0,0,0,0,0
60,1,1,2,34026,2243,11,18,6,15,12,8,17,3,76,2,1,3,9,"0,222222222",5,0,0,0,0,0,0,0
52,4,0,2,48918,1993,21,52,0,9,0,0,1,2,62,1,0,4,7,"0,142857143",4,0,0,0,0,0,0,0
53,2,1,0,82122,2233,89,734,22,350,151,25,100,1,1382,3,9,13,26,"0,115384615",1,0,0,0,0,1,0,0
49,1,0,1,37697,2057,82,34,6,21,11,4,8,1,84,2,1,3,7,"0,285714286",6,0,0,0,0,0,0,0
58,1,1,2,34074,2266,69,135,1,41,10,1,67,5,255,3,3,3,14,"0,214285714",6,0,0,1,0,0,0,0
55,3,2,2,28520,2295,55,11,0,10,0,2,20,1,43,1,1,2,5,"0,2",6,0,0,0,0,0,0,0
55,1,0,1,62535,2184,13,163,48,90,0,45,52,1,398,3,2,8,14,"0,214285714",3,0,0,0,0,0,0,0
48,3,0,1,36273,1989,80,29,3,30,3,2,9,2,76,3,0,3,8,"0,375",6,0,0,0,0,0,0,0
51,1,1,2,63404,1938,97,734,26,70,11,44,17,2,902,6,3,4,15,"0,4",4,1,0,0,0,0,0,0
44,2,1,1,75774,1973,27,340,21,134,258,14,56,1,823,7,5,8,21,"0,333333333",4,0,0,0,0,0,0,0
49,1,1,1,78416,1917,99,453,38,279,188,38,183,2,1179,7,7,10,26,"0,269230769",3,0,0,0,0,0,0,0
41,1,1,1,75702,2538,87,1073,0,629,145,37,37,1,1921,10,5,13,29,"0,344827586",6,0,0,0,0,1,0,0
59,3,1,2,59385,2342,85,135,0,10,0,4,36,2,185,3,1,4,10,"0,3",5,0,0,0,0,0,0,0
49,1,0,2,37070,2381,30,231,7,137,4,15,39,9,433,5,1,8,23,"0,217391304",7,0,0,0,0,0,0,1
59,1,2,2,44689,2085,82,18,0,5,0,0,11,2,34,1,1,2,6,"0,166666667",7,0,0,1,0,0,0,0
57,1,1,1,53977,2301,21,620,16,165,0,24,82,5,907,5,5,12,27,"0,185185185",5,0,0,0,0,0,0,0
49,4,0,2,7144,2119,92,81,4,33,5,2,291,0,416,23,1,1,25,"0,92",0,0,0,0,0,0,0,0
51,1,0,2,18701,2305,95,12,4,2,10,6,10,4,44,2,0,4,10,"0,2",5,0,0,0,0,0,0,0
59,1,2,0,90369,1977,2,292,51,981,224,23,17,1,1588,4,6,6,17,"0,235294118",1,0,0,0,0,0,0,1
41,4,0,0,63159,2516,74,965,34,586,89,86,37,1,1797,3,5,8,17,"0,176470588",3,0,0,1,0,0,0,0
49,1,1,2,37758,2548,49,27,2,10,0,0,1,2,40,1,0,3,6,"0,166666667",8,0,0,0,0,0,0,0
52,4,0,1,46757,2505,71,777,30,163,0,51,122,6,1143,4,4,7,21,"0,19047619",9,0,0,0,0,0,0,0
46,3,2,0,79734,1916,72,572,8,232,23,62,17,1,914,4,3,6,14,"0,285714286",1,1,0,0,0,0,0,0
33,1,1,0,63207,2440,68,438,169,565,91,169,70,1,1502,2,3,6,12,"0,166666667",7,1,0,0,0,0,0,0
56,1,3,1,72071,2415,4,531,69,300,150,138,150,3,1338,5,4,8,20,"0,25",2,0,0,0,0,0,0,0
42,4,1,1,21840,2258,80,17,0,9,0,0,1,1,27,1,0,3,5,"0,2",9,0,0,0,0,0,0,0
43,2,1,1,58582,2189,15,402,35,106,101,77,42,2,763,9,2,9,22,"0,409090909",5,0,0,0,1,0,0,0
59,1,0,0,72282,2260,70,503,27,419,90,139,153,1,1331,5,7,9,22,"0,227272727",7,0,0,0,0,0,0,1
59,1,2,2,50387,2217,91,369,9,87,12,14,34,3,525,6,2,8,19,"0,315789474",5,0,0,0,0,0,0,0
54,4,1,2,32583,1929,10,5,0,3,0,0,1,1,9,1,0,2,4,"0,25",7,0,0,0,0,0,0,0
53,1,1,1,62568,1998,99,362,17,398,80,35,61,3,953,5,3,5,16,"0,3125",4,1,0,0,0,0,0,0
44,3,3,2,44635,2176,25,56,0,9,0,0,3,2,68,2,0,3,7,"0,285714286",7,0,0,0,0,0,0,0
44,3,0,2,33316,2183,34,79,1,31,4,4,12,3,131,2,1,4,10,"0,2",6,0,0,0,0,0,0,0
47,1,2,1,63967,2239,57,387,84,141,73,35,162,3,882,4,4,12,23,"0,173913043",2,0,0,0,0,0,0,0
47,2,1,0,52513,2578,84,367,17,241,104,188,232,2,1149,9,5,9,25,"0,36",7,0,0,0,0,0,0,0
46,1,2,1,25293,2202,51,15,0,11,0,2,9,1,37,1,1,2,5,"0,2",8,0,0,0,0,0,0,0
50,4,4,1,54111,2223,97,267,6,54,8,3,50,2,388,5,2,6,15,"0,333333333",5,0,0,0,0,0,0,0
39,1,1,0,78394,2414,13,298,27,697,216,24,166,1,1428,4,6,5,16,"0,25",2,0,0,0,0,0,0,1
57,3,2,0,80739,2317,92,674,92,736,39,0,92,1,1633,3,11,9,24,"0,125",1,0,0,0,0,0,0,0
40,3,1,1,22669,2318,30,16,14,36,37,22,48,3,173,4,1,2,10,"0,4",9,0,0,0,0,0,0,1
38,1,0,1,29236,2179,30,37,4,24,16,9,9,2,99,4,0,3,9,"0,444444444",9,0,0,0,0,0,0,0
56,1,1,1,44911,2386,11,159,0,22,2,1,31,3,215,4,1,4,12,"0,333333333",7,0,0,0,0,0,0,0
53,4,2,1,54693,2412,72,686,17,142,23,26,35,8,929,6,4,13,31,"0,193548387",6,0,0,0,0,0,0,0
41,1,1,1,48186,2016,39,97,3,66,12,7,34,3,219,4,1,4,12,"0,333333333",7,0,0,0,0,0,0,0
48,1,2,2,54809,2206,0,63,6,57,13,13,22,4,174,2,1,5,12,"0,166666667",4,0,0,0,0,0,0,1
47,1,1,2,41580,2481,15,56,5,24,4,0,3,3,92,2,1,3,9,"0,222222222",5,0,0,0,0,0,0,0
45,4,2,0,80336,2208,12,209,19,456,160,142,66,1,1052,2,9,13,25,"0,08",1,0,0,0,0,0,0,0
58,1,2,1,47743,2379,56,198,2,43,0,12,20,3,275,4,1,6,14,"0,285714286",6,0,0,0,1,0,0,0
55,2,2,1,62972,2610,39,313,15,47,20,0,192,2,587,7,4,3,16,"0,4375",6,0,0,0,0,0,0,0
56,4,3,1,57333,2560,55,941,14,397,76,58,176,11,1662,8,5,9,33,"0,242424242",6,0,0,0,0,0,0,1
43,4,1,1,32313,2418,60,86,4,56,2,4,7,3,159,4,0,4,11,"0,363636364",9,0,0,0,0,0,0,0
57,3,4,0,84953,2306,73,167,48,602,63,72,72,1,1024,3,10,4,18,"0,166666667",2,1,0,0,1,1,0,1
47,3,3,1,27071,1982,90,8,3,19,0,2,3,2,35,2,0,3,7,"0,285714286",6,0,0,0,0,0,0,0
58,3,1,0,68148,2217,86,389,66,408,37,57,85,1,1042,4,4,6,15,"0,266666667",2,0,0,0,0,0,0,0
50,3,1,2,65735,2119,37,239,7,119,4,15,11,5,395,6,2,6,19,"0,315789474",7,0,0,0,0,0,0,0
40,4,2,0,86836,2570,7,179,21,273,0,21,63,1,557,6,10,6,23,"0,260869565",5,1,0,1,0,1,0,1
52,4,2,2,4023,1921,29,5,0,1,1,1,1,15,9,0,0,0,15,0,19,0,0,0,0,0,0,0
35,1,2,0,30093,2271,19,2,6,28,13,4,16,1,69,2,0,3,6,"0,333333333",7,0,0,0,0,0,0,0
49,4,2,1,57705,2084,14,383,0,53,6,4,40,3,486,8,1,6,18,"0,444444444",6,0,0,0,0,0,0,0
37,1,0,1,25008,2062,72,2,8,8,6,1,9,2,34,1,0,3,6,"0,166666667",8,0,0,0,0,0,0,0
30,2,0,0,83257,2564,56,536,27,590,38,107,67,1,1365,5,10,12,28,"0,178571429",6,0,0,1,0,1,1,1
40,1,1,1,22280,2321,85,2,1,4,3,1,2,1,13,1,0,2,4,"0,25",8,0,0,0,0,0,0,0
47,4,2,0,72159,2523,62,322,53,899,34,40,53,1,1401,4,6,10,21,"0,19047619",2,0,0,0,0,0,0,0
54,1,1,0,64260,2449,1,539,169,816,20,0,30,1,1574,4,5,4,14,"0,285714286",3,0,0,0,0,0,0,1
41,4,0,0,82733,2207,28,712,50,420,65,38,38,1,1323,8,4,7,20,"0,4",4,0,0,0,0,0,0,1
44,3,3,1,74290,2236,70,1121,0,72,0,12,12,4,1217,10,8,10,32,"0,3125",6,1,0,0,1,0,0,0
59,3,0,3,58217,2504,84,68,1,13,3,5,13,1,103,2,0,4,7,"0,285714286",6,0,0,0,0,0,0,0
49,3,1,0,21024,2275,89,36,4,18,6,2,18,1,84,2,0,4,7,"0,285714286",7,0,0,0,0,0,0,0
43,4,2,0,70116,2434,73,707,44,603,95,58,29,1,1536,2,8,12,23,"0,086956522",1,0,0,0,0,0,0,0
40,1,1,1,54006,2564,42,174,77,203,6,24,97,2,581,8,1,7,18,"0,444444444",7,0,0,0,0,0,0,0
49,4,2,1,69063,2514,16,666,35,124,69,8,26,1,928,5,3,5,14,"0,357142857",3,0,0,0,0,0,0,0
40,2,3,0,11448,2111,16,0,0,0,6,2,6,1,14,1,0,2,4,"0,25",6,0,0,0,0,0,0,0
46,1,0,1,61825,2241,56,162,50,100,55,30,27,1,424,4,2,8,15,"0,266666667",4,0,0,0,0,0,0,0
44,1,2,1,70886,2173,65,407,70,239,103,88,53,1,960,5,4,4,14,"0,357142857",2,0,0,0,0,0,0,0
43,1,2,0,69109,2512,10,823,25,459,124,29,95,1,1555,6,6,7,20,"0,3",4,0,0,0,0,1,0,1
42,1,4,2,60208,2545,13,488,23,71,15,0,59,11,656,8,3,7,29,"0,275862069",7,0,0,0,1,0,0,1
47,3,1,2,32889,2211,78,28,0,13,4,2,8,3,55,2,1,3,9,"0,222222222",5,0,0,0,0,0,0,0
41,1,0,1,34738,1964,51,3,2,10,3,0,2,1,20,1,0,3,5,"0,2",6,0,0,0,0,0,0,0
44,3,1,1,30538,2551,27,284,0,52,8,3,20,4,367,9,0,4,17,"0,529411765",10,0,0,0,0,0,0,0
48,2,1,0,82326,2026,30,938,142,754,159,81,183,1,2257,5,10,6,22,"0,227272727",2,1,0,0,1,1,0,1
48,4,3,1,26642,2035,71,13,2,15,2,2,8,2,42,2,0,3,7,"0,285714286",6,0,0,0,0,0,0,0
51,1,3,1,69932,2297,97,412,172,153,150,105,57,2,1049,7,6,11,26,"0,269230769",4,0,0,0,0,0,0,0
43,1,0,2,44503,1989,83,31,1,8,0,0,8,2,48,2,0,3,7,"0,285714286",6,0,0,0,0,0,0,0
62,4,0,1,60200,2458,3,502,19,132,0,6,26,6,685,6,2,11,25,"0,24",6,0,0,0,0,0,0,0
58,1,3,1,49638,1986,71,18,10,3,3,5,0,1,39,1,0,3,5,"0,2",2,0,0,0,0,0,0,0
38,2,0,0,23830,2057,3,1,8,6,4,8,16,1,43,1,0,3,5,"0,2",7,0,0,0,0,0,0,0
56,3,4,0,33051,2597,15,100,71,243,108,94,219,3,835,9,1,8,21,"0,428571429",9,0,0,0,0,0,0,1
57,1,2,0,72905,2074,52,407,114,445,181,165,203,1,1515,3,7,9,20,"0,15",1,1,0,0,0,0,0,0
59,4,1,1,69702,2410,8,664,9,240,50,19,57,2,1039,7,7,10,26,"0,269230769",4,0,0,0,0,0,0,0
40,1,3,1,70300,2264,89,1045,61,338,60,46,46,3,1596,5,5,13,26,"0,192307692",8,0,0,0,0,0,0,0
41,4,2,0,70643,2537,66,1218,107,304,23,143,33,1,1828,5,8,4,18,"0,277777778",6,0,0,0,0,0,0,1
46,4,2,1,30396,1975,22,15,0,6,0,1,12,2,34,1,1,2,6,"0,166666667",7,0,0,1,0,0,0,1
47,4,3,1,50616,1987,56,128,0,16,0,1,4,2,149,4,0,4,10,"0,4",7,0,0,0,0,0,0,0
46,3,0,1,62772,2321,74,581,49,157,43,8,108,1,946,5,6,11,23,"0,217391304",2,0,0,0,1,0,0,0
40,4,0,0,30298,1956,48,6,3,12,6,1,0,1,28,1,1,3,6,"0,166666667",3,0,0,0,0,0,0,0
41,1,0,1,52413,2518,67,185,8,133,56,56,12,2,450,7,1,7,17,"0,411764706",7,0,0,0,0,0,0,0
58,4,2,2,44155,2076,24,22,1,9,0,0,14,1,46,1,1,2,5,"0,2",4,0,0,0,0,0,0,0
44,4,3,0,86979,2149,67,584,100,835,65,83,35,1,1702,5,5,5,16,"0,3125",2,0,0,1,0,0,0,1
40,1,1,2,76532,2208,38,355,30,177,90,138,30,4,820,9,5,7,25,"0,36",5,0,0,0,0,0,0,0
43,1,2,1,42081,2403,86,175,10,110,54,6,27,2,382,6,3,4,15,"0,4",6,0,0,1,0,0,0,0
37,4,2,0,67546,2582,90,864,134,768,150,38,172,1,2126,4,10,5,20,"0,2",3,0,0,0,0,0,0,0
36,3,1,0,88420,1973,87,957,153,612,99,95,153,1,2069,4,7,8,20,"0,2",1,1,0,1,0,1,0,0
40,1,2,1,31158,2433,62,25,6,16,20,0,5,2,72,2,0,3,7,"0,285714286",8,0,0,0,0,0,0,0
47,1,3,1,61671,1941,23,641,7,56,0,0,28,8,732,10,4,6,28,"0,357142857",8,1,0,0,1,0,0,0
41,1,0,0,69719,1949,99,273,86,208,177,14,43,1,801,2,3,5,11,"0,181818182",1,0,0,0,0,0,0,0
61,1,3,1,49160,2167,29,122,21,43,25,10,15,2,236,3,1,6,12,"0,25",6,0,0,0,0,0,0,0
47,0,1,1,24882,2573,52,1,4,10,29,0,36,1,80,1,1,2,5,"0,2",6,0,0,1,0,0,0,0
56,4,0,0,90933,2005,90,1020,31,430,62,63,79,1,1685,4,6,4,15,"0,266666667",1,0,0,0,0,1,0,0
65,4,0,0,113734,1947,9,6,2,3,1,262,3,0,277,27,0,0,27,1,1,0,0,0,0,0,0,0
60,4,1,1,59292,2296,71,378,14,68,19,14,14,2,507,3,5,8,18,"0,166666667",3,0,0,0,0,0,0,0
51,4,2,2,45759,2406,13,42,1,18,3,0,4,2,68,2,0,3,7,"0,285714286",7,0,0,0,0,0,0,0
42,1,0,0,22148,1992,16,15,5,14,0,4,11,1,49,1,0,3,5,"0,2",7,0,0,0,0,0,0,0
38,3,2,0,73395,2018,94,272,7,80,20,7,11,1,397,4,4,6,15,"0,266666667",2,0,0,0,0,0,0,0
